,lat,lon,intersection_type,number_of_accidents,average_cost_to_insurers,fatal_accident_number,major_accident_number,minor_accident_number,unknown_accident_number,property_accident_number
350,41.65502320976264,-93.50311483036067,,219,110333.33333333333,0,4,14,58,143
351,41.59766278055872,-93.71868141361499,,213,110333.33333333333,0,3,19,28,163
352,41.945608693288456,-91.71601691283256,,215,110333.33333333333,0,0,29,50,136
353,41.60567395421853,-93.73630594561763,,238,110333.33333333333,1,1,15,40,181
354,41.23514135676134,-95.87919683647745,,222,110000.0,0,2,20,38,162
355,41.60589280421095,-93.64386580253122,,128,110000.0,4,5,14,38,67
356,42.48328602120268,-92.37693932072547,,153,110000.0,1,9,8,54,81
357,42.034757841784575,-91.67657546953657,,246,110000.0,0,2,14,32,198
358,41.54145840700534,-90.51715337671955,,189,109666.66666666667,0,2,28,45,114
359,41.6003997798209,-93.83365074411553,,173,109666.66666666667,0,2,32,17,122
360,41.58807863892141,-93.64473349457643,,229,109333.33333333333,1,0,20,52,156
361,41.58555964185825,-93.6192730097985,,268,109333.33333333333,0,0,15,47,206
362,41.68054455578573,-93.5813023891757,,182,109333.33333333333,0,7,12,33,130
363,42.02875408942502,-91.66801725096498,,200,109333.33333333333,0,2,25,45,128
364,41.54821429878955,-93.62574727910001,,190,109000.0,1,5,12,51,121
365,41.449476603468305,-91.08599326259525,,126,108666.66666666667,0,6,29,31,60
366,41.684247126864115,-91.60073518504852,,206,108666.66666666667,0,4,16,37,149
367,42.02008361560292,-91.56581296456027,,141,108333.33333333333,0,6,25,28,82
368,41.526200693726885,-90.5129629504639,,194,108333.33333333333,3,3,8,34,146
369,42.50879714485797,-90.66907522844669,,197,108000.0,3,1,14,43,136
370,41.99272116460528,-91.64427353855912,,152,108000.0,0,8,15,29,100
371,41.625946881864955,-93.61991735739863,,148,108000.0,0,6,23,48,71
372,42.490310575441804,-90.73231611768932,,206,107333.33333333333,0,4,15,41,146
373,41.26188609503412,-95.8753049056704,,176,107333.33333333333,0,5,19,63,89
374,42.034730926324194,-91.70133955874178,,182,107333.33333333333,0,6,14,19,143
375,41.53826950224608,-90.5827851006178,,191,107000.0,0,5,15,53,118
376,41.8377772776233,-90.1932334070034,,292,106666.66666666667,0,0,7,25,260
377,41.599405868179566,-93.46945441013675,,117,106666.66666666667,5,2,20,28,62
378,42.434853478856056,-96.3723674363251,,243,106333.33333333333,0,0,19,39,185
379,41.627741501887186,-93.55153250640316,,124,106000.0,4,5,12,35,68
380,41.6004129313148,-93.70366809713707,,197,105666.66666666667,0,6,9,44,138
381,41.545482745133796,-90.61057487970929,,172,105333.33333333333,0,6,15,46,105
382,41.59580252810777,-93.6266648401,,130,105333.33333333333,0,9,15,24,82
383,41.56685352639131,-91.08233271213041,,46,105333.33333333333,2,14,9,8,13
384,41.555568402563836,-93.70346162108052,,149,105333.33333333333,1,6,16,40,86
385,42.022901395341094,-93.61392729555757,,217,105000.0,0,1,21,33,162
386,42.49635240629301,-96.40347267372728,,198,104666.66666666667,0,0,29,55,114
387,41.6289511674419,-93.54483693197093,,172,104666.66666666667,2,2,19,46,103
388,42.44514552003536,-96.3469037766666,,198,104666.66666666667,0,4,15,50,129
389,41.97451214700009,-91.71599009714734,,224,104666.66666666667,0,1,19,39,165
390,41.64321212491875,-91.5242775045693,,209,104333.33333333333,0,4,12,57,136
391,41.60035711024878,-93.80889853398504,,201,104333.33333333333,0,0,28,39,134
392,41.52242360819056,-90.57703025522703,,273,104333.33333333333,0,2,3,33,235
393,41.587622337364806,-93.62128959106008,,233,104333.33333333333,0,0,20,38,175
394,42.48987496403078,-96.37445316445127,,195,103666.66666666667,0,4,15,51,125
395,41.55724573462046,-90.5606217048759,,137,103666.66666666667,0,7,19,38,73
396,41.53824674138435,-90.59869272832405,,216,103333.33333333333,0,1,20,31,164
397,41.71227751688243,-93.58118060609405,,170,103333.33333333333,0,4,21,35,110
398,41.616332729855735,-93.61988996712438,,201,103000.0,0,2,20,58,121
399,41.53827093164837,-90.5784924864345,,145,103000.0,0,8,13,28,96
400,42.03476423835492,-91.68296184064515,,217,103000.0,0,2,16,54,145
401,41.5383476738384,-90.55152666189893,,198,102666.66666666667,0,1,24,41,132
402,41.58531464644872,-93.62040717967518,,234,102666.66666666667,0,3,8,57,166
403,41.573912955442395,-90.48349978853203,,156,102666.66666666667,0,0,38,24,94
404,41.58722898256085,-93.62779315113227,,189,102666.66666666667,1,2,18,34,134
405,41.614888673277555,-93.73648072576209,,227,102333.33333333333,0,2,13,40,172
406,42.49237277427673,-94.18998795546604,,206,102333.33333333333,1,3,10,37,155
407,42.04207570592791,-93.62044469351923,,208,102000.0,0,1,21,29,157
408,41.26191908478003,-95.88192794032797,,250,102000.0,0,0,14,79,157
409,41.98190533502254,-91.663142584099,,222,102000.0,0,0,21,34,167
410,41.36945464904601,-93.55838742672407,,174,102000.0,0,6,12,35,121
411,42.380838908200026,-90.77651286734991,,60,102000.0,6,4,19,14,17
412,41.974323401177166,-91.67946399120312,,192,102000.0,0,3,18,48,123
413,41.61487957820802,-93.77577086829645,,226,102000.0,0,0,20,16,190
414,41.59880748234335,-93.49891507499004,,201,101666.66666666667,0,2,19,36,144
415,42.0198941537757,-91.55021714363407,,205,101666.66666666667,0,2,18,39,146
416,41.9419247575261,-91.71594333128644,,192,101333.33333333333,0,2,21,31,138
417,41.54551238949065,-90.57695540578972,,214,101333.33333333333,0,3,12,66,133
418,41.6531022654385,-93.6004371099556,,203,101000.0,0,4,11,43,145
419,41.6148926333319,-93.78277262385647,,223,101000.0,0,4,6,50,163
420,41.6005044539281,-93.4440519951151,,139,101000.0,2,5,14,25,93
421,41.528942236046234,-93.59678560432303,,130,100666.66666666667,0,6,22,32,70
422,42.02272969532682,-93.65423805054942,,202,100666.66666666667,0,4,11,52,135
423,41.55560997093977,-90.59105749904208,,166,100666.66666666667,0,2,27,35,102
424,41.64415831323165,-93.51780966523157,,177,100333.33333333333,0,6,10,29,132
425,41.943025545622206,-91.67623056928109,,217,100333.33333333333,0,2,14,44,157
426,41.59307606712727,-93.75178898374999,,228,100000.0,0,0,18,48,162
427,41.60043649791267,-93.794282929733,,206,100000.0,0,3,13,44,146
428,41.574820738897415,-90.52403168191255,,263,99666.66666666667,0,0,9,53,201
429,41.98276625982334,-91.66407922739069,,215,99666.66666666667,0,2,14,28,171
430,41.365728857446584,-93.55835483919996,,215,99666.66666666667,0,2,14,33,166
431,41.26896484162971,-95.83663303252312,,216,99333.33333333333,0,1,17,52,146
432,41.644100335500035,-93.49807651942182,,192,99333.33333333333,2,0,17,48,125
433,41.655336470639476,-93.55380285899035,,208,98666.66666666667,0,4,8,48,148
434,42.01294669192752,-92.91246264865799,,193,98333.33333333333,0,3,15,29,146
435,41.62223178706022,-93.60055092972178,,133,98333.33333333333,0,3,30,28,72
436,42.01794601378077,-92.9124534033797,,187,98333.33333333333,0,4,13,25,145
437,42.491188943917905,-96.41313932057484,,207,98000.0,1,2,10,48,146
438,41.574561530450644,-90.59385884940109,,182,98000.0,0,4,14,61,103
439,41.538123476554965,-90.62984962768208,,173,97666.66666666667,0,4,16,38,115
440,41.92521703272394,-91.65672983344172,,163,97666.66666666667,0,3,22,24,114
441,41.59134768652735,-93.60804639477273,,110,97333.33333333333,0,7,21,16,66
442,41.633163767440955,-93.60052667068817,,186,97333.33333333333,0,3,16,60,107
443,41.59541878148137,-93.77121825183423,,187,97000.0,0,2,19,53,113
444,40.807712649329936,-91.12479575258642,,191,97000.0,0,2,18,38,133
445,41.58670600067926,-93.63019625121385,,159,97000.0,0,4,19,24,112
446,41.54094548588993,-93.61608642963294,,109,97000.0,2,6,15,26,60
447,42.034591453160516,-92.91269583442244,,187,97000.0,0,2,19,30,136
448,41.70293019260682,-93.61259525678649,,178,96666.66666666667,0,4,14,28,132
449,42.51528063872026,-90.74269334460085,,218,96666.66666666667,0,0,18,42,158
450,42.50664673171854,-90.66674516482517,,206,96666.66666666667,0,0,21,26,159
451,41.591555919126165,-93.62030532796959,,230,96666.66666666667,0,0,15,34,181
452,41.74635377270065,-93.6003180346723,,177,96333.33333333333,0,0,28,51,98
453,41.64078639961429,-91.5074356499644,,197,96333.33333333333,0,0,23,49,125
454,42.00264523169689,-93.61005301809575,,188,96000.0,0,0,25,21,142
455,42.0467063165889,-91.63861794112779,,180,96000.0,2,3,7,45,123
456,41.36131132605803,-93.55832929488405,,138,96000.0,2,4,14,20,98
457,42.513083838231154,-92.4458279156415,,212,96000.0,0,0,19,37,156
458,41.64803300441533,-93.51186418566665,,183,95666.66666666667,0,0,26,54,103
459,41.62956771087927,-93.66183599299517,,207,95666.66666666667,0,0,20,64,123
460,42.04946739572382,-91.44328205531431,,105,95666.66666666667,2,4,22,22,55
461,41.58857870696958,-93.62149516512177,,230,95333.33333333333,0,2,7,47,174
462,42.034779688349275,-91.66981260265077,,189,95000.0,0,2,17,49,121
463,42.508299245153474,-94.17783590579363,,189,95000.0,0,2,17,37,133
464,42.506351782326924,-90.66775325987797,,205,95000.0,0,0,20,34,151
465,42.0351640570473,-91.64922501874248,,233,95000.0,0,0,13,39,181
466,41.581561673381344,-93.62428870153235,,139,95000.0,2,4,13,39,81
467,41.58455665012203,-93.77101418124998,,164,94666.66666666667,0,2,23,30,109
468,42.48974106752365,-96.40341053163677,,212,94666.66666666667,0,2,11,55,144
469,41.70854440929894,-93.5812009181839,,174,94666.66666666667,0,3,17,40,114
470,41.592382057072214,-93.6896822892577,,194,94666.66666666667,0,1,19,55,119
471,42.46094774742048,-92.33152017009652,,176,94666.66666666667,0,6,6,33,131
472,41.583648037261135,-90.60022709958886,,180,94666.66666666667,0,2,19,49,110
473,41.29621987613378,-92.64968691782887,,187,94333.33333333333,0,2,17,34,134
474,42.494523010456255,-90.66276876799998,,217,94333.33333333333,0,1,13,48,155
475,42.051197814292586,-93.6205802136938,,147,94333.33333333333,0,4,20,23,100
476,41.64205484046711,-91.55856450649446,,182,94000.0,0,2,18,36,126
477,42.469540454314036,-92.46565208226744,,86,94000.0,4,2,23,20,37
478,42.49609339100007,-92.37690785563633,,132,94000.0,0,7,13,37,75
479,42.010484372422646,-91.66307490991065,,168,94000.0,2,2,12,31,121
480,41.614974430209465,-93.65853770770944,,148,94000.0,0,5,16,38,89
481,42.51226691900009,-93.56713199299999,,56,93333.33333333333,0,0,56,0,0
482,41.5590992578929,-93.78177592157536,,252,93333.33333333333,0,0,7,56,189
483,41.600804115126614,-93.62695153165821,,158,92666.66666666667,0,6,9,38,105
484,41.27119298899018,-95.8309470254208,,202,92666.66666666667,0,0,19,31,152
485,41.60047605585065,-93.56788515205163,,174,92666.66666666667,0,4,12,51,107
486,41.59550455056188,-93.7360511461629,,178,92666.66666666667,0,2,18,56,102
487,41.5235330251503,-90.57702796450288,,173,92333.33333333333,0,4,12,43,114
488,42.501791681456815,-90.72132932574519,,208,92000.0,0,0,17,42,149
489,41.59354903258658,-93.6593733284567,,208,92000.0,0,0,17,50,141
490,41.56020791307153,-90.62390944757142,,140,92000.0,0,6,13,39,82
491,41.23348845371344,-95.85136245426823,,164,92000.0,0,4,14,32,114
492,42.02166489628816,-93.61033935019493,,118,92000.0,2,4,16,19,77
493,41.815396482507325,-90.25752757396377,,138,92000.0,2,4,11,36,85
494,42.513146407367124,-92.33668379195566,,158,92000.0,0,5,12,47,94
495,42.02273099710997,-93.63953570308242,,182,92000.0,0,3,13,39,127
496,41.58776816583426,-93.62531421870163,,181,91666.66666666667,0,3,13,44,121
497,41.02800044084784,-93.78868752137681,,138,91333.33333333333,0,6,13,31,88
498,42.022791206503214,-93.65013979744585,,157,91000.0,0,4,15,14,124
499,41.711937272237776,-93.60048279716783,,143,91000.0,0,7,8,26,102
